image,instrument,intensity
Acc-ord-B7-mf-N-T13d.png,Accordion,mf
Acc-ord-C8-mf-N-N.png,Accordion,mf
Acc-ord-C#8-mf-N-N.png,Accordion,mf
Acc-ord-E1-ff-N-T20u.png,Accordion,ff
Acc-ord-F1-ff-N-T30u.png,Accordion,ff
Acc-ord-F#1-ff-N-T29u.png,Accordion,ff
Acc-ord-G1-ff-N-T20u.png,Accordion,ff
Acc-ord-G#1-ff-N-T16u.png,Accordion,ff
Acc-ord-A1-ff-N-T22u.png,Accordion,ff
Acc-ord-A#1-ff-N-T12u.png,Accordion,ff
Acc-ord-B1-ff-N-T11u.png,Accordion,ff
Acc-ord-C2-ff-N-T12u.png,Accordion,ff
Acc-ord-C#2-ff-N-T12u.png,Accordion,ff
Acc-ord-D2-ff-N-T15u.png,Accordion,ff
Acc-ord-D#2-ff-N-T11u.png,Accordion,ff
Acc-ord-E2-ff-N-N.png,Accordion,ff
Acc-ord-E2-ff-alt1-T10u.png,Accordion,ff
Acc-ord-F2-ff-N-T14u.png,Accordion,ff
Acc-ord-F2-ff-alt1-N.png,Accordion,ff
Acc-ord-F#2-ff-N-N.png,Accordion,ff
Acc-ord-F#2-ff-alt1-N.png,Accordion,ff
Acc-ord-G2-ff-N-N.png,Accordion,ff
Acc-ord-G2-ff-alt1-N.png,Accordion,ff
Acc-ord-G#2-ff-N-N.png,Accordion,ff
Acc-ord-G#2-ff-alt1-N.png,Accordion,ff
Acc-ord-A2-ff-N-N.png,Accordion,ff
Acc-ord-A2-ff-alt1-N.png,Accordion,ff
Acc-ord-A#2-ff-N-N.png,Accordion,ff
Acc-ord-A#2-ff-alt1-N.png,Accordion,ff
Acc-ord-B2-ff-N-T14u.png,Accordion,ff
Acc-ord-B2-ff-alt1-T13u.png,Accordion,ff
Acc-ord-C3-ff-N-N.png,Accordion,ff
Acc-ord-C3-ff-alt1-N.png,Accordion,ff
Acc-ord-C#3-ff-N-N.png,Accordion,ff
Acc-ord-C#3-ff-alt1-N.png,Accordion,ff
Acc-ord-D3-ff-N-N.png,Accordion,ff
Acc-ord-D3-ff-alt1-N.png,Accordion,ff
Acc-ord-D#3-ff-N-N.png,Accordion,ff
Acc-ord-D#3-ff-alt1-N.png,Accordion,ff
Acc-ord-E3-ff-N-N.png,Accordion,ff
Acc-ord-E3-ff-alt1-N.png,Accordion,ff
Acc-ord-E3-ff-alt2-N.png,Accordion,ff
Acc-ord-F3-ff-N-N.png,Accordion,ff
Acc-ord-F3-ff-alt1-N.png,Accordion,ff
Acc-ord-F3-ff-alt2-N.png,Accordion,ff
Acc-ord-F#3-ff-N-N.png,Accordion,ff
Acc-ord-F#3-ff-alt1-N.png,Accordion,ff
Acc-ord-F#3-ff-alt2-N.png,Accordion,ff
Acc-ord-G3-ff-N-N.png,Accordion,ff
Acc-ord-G3-ff-alt1-N.png,Accordion,ff
Acc-ord-G3-ff-alt2-N.png,Accordion,ff
Acc-ord-G#3-ff-N-N.png,Accordion,ff
Acc-ord-G#3-ff-alt1-N.png,Accordion,ff
Acc-ord-G#3-ff-alt2-N.png,Accordion,ff
Acc-ord-A3-ff-N-N.png,Accordion,ff
Acc-ord-A3-ff-alt1-N.png,Accordion,ff
Acc-ord-A3-ff-alt2-N.png,Accordion,ff
Acc-ord-A#3-ff-N-N.png,Accordion,ff
Acc-ord-A#3-ff-alt1-N.png,Accordion,ff
Acc-ord-A#3-ff-alt2-N.png,Accordion,ff
Acc-ord-B3-ff-N-N.png,Accordion,ff
Acc-ord-B3-ff-alt1-N.png,Accordion,ff
Acc-ord-B3-ff-alt2-N.png,Accordion,ff
Acc-ord-C4-ff-N-N.png,Accordion,ff
Acc-ord-C4-ff-alt1-N.png,Accordion,ff
Acc-ord-C4-ff-alt2-N.png,Accordion,ff
Acc-ord-C#4-ff-N-N.png,Accordion,ff
Acc-ord-C#4-ff-alt1-N.png,Accordion,ff
Acc-ord-C#4-ff-alt2-N.png,Accordion,ff
Acc-ord-D4-ff-N-N.png,Accordion,ff
Acc-ord-D4-ff-alt1-N.png,Accordion,ff
Acc-ord-D4-ff-alt2-N.png,Accordion,ff
Acc-ord-D#4-ff-N-N.png,Accordion,ff
Acc-ord-D#4-ff-alt1-N.png,Accordion,ff
Acc-ord-D#4-ff-alt2-N.png,Accordion,ff
Acc-ord-E4-ff-N-N.png,Accordion,ff
Acc-ord-E4-ff-alt1-N.png,Accordion,ff
Acc-ord-E4-ff-alt2-N.png,Accordion,ff
Acc-ord-F4-ff-N-N.png,Accordion,ff
Acc-ord-F4-ff-alt1-N.png,Accordion,ff
Acc-ord-F4-ff-alt2-N.png,Accordion,ff
Acc-ord-F#4-ff-N-N.png,Accordion,ff
Acc-ord-F#4-ff-alt1-N.png,Accordion,ff
Acc-ord-F#4-ff-alt2-N.png,Accordion,ff
Acc-ord-G4-ff-N-N.png,Accordion,ff
Acc-ord-G4-ff-alt1-N.png,Accordion,ff
Acc-ord-G4-ff-alt2-N.png,Accordion,ff
Acc-ord-G#4-ff-N-N.png,Accordion,ff
Acc-ord-G#4-ff-alt1-N.png,Accordion,ff
Acc-ord-G#4-ff-alt2-N.png,Accordion,ff
Acc-ord-A4-ff-N-N.png,Accordion,ff
Acc-ord-A4-ff-alt1-N.png,Accordion,ff
Acc-ord-A4-ff-alt2-N.png,Accordion,ff
Acc-ord-A#4-ff-N-N.png,Accordion,ff
Acc-ord-A#4-ff-alt1-N.png,Accordion,ff
Acc-ord-A#4-ff-alt2-N.png,Accordion,ff
Acc-ord-B4-ff-N-N.png,Accordion,ff
Acc-ord-B4-ff-alt1-N.png,Accordion,ff
Acc-ord-B4-ff-alt2-N.png,Accordion,ff
Acc-ord-C5-ff-N-N.png,Accordion,ff
Acc-ord-C5-ff-alt1-N.png,Accordion,ff
Acc-ord-C5-ff-alt2-N.png,Accordion,ff
Acc-ord-C#5-ff-N-N.png,Accordion,ff
Acc-ord-C#5-ff-alt1-N.png,Accordion,ff
Acc-ord-C#5-ff-alt2-N.png,Accordion,ff
Acc-ord-D5-ff-N-N.png,Accordion,ff
Acc-ord-D5-ff-alt1-N.png,Accordion,ff
Acc-ord-D5-ff-alt2-N.png,Accordion,ff
Acc-ord-D#5-ff-N-N.png,Accordion,ff
Acc-ord-D#5-ff-alt1-N.png,Accordion,ff
Acc-ord-D#5-ff-alt2-N.png,Accordion,ff
Acc-ord-E5-ff-N-N.png,Accordion,ff
Acc-ord-E5-ff-alt1-N.png,Accordion,ff
Acc-ord-E5-ff-alt2-N.png,Accordion,ff
Acc-ord-F5-ff-N-N.png,Accordion,ff
Acc-ord-F5-ff-alt1-N.png,Accordion,ff
Acc-ord-F5-ff-alt2-N.png,Accordion,ff
Acc-ord-F#5-ff-N-T10d.png,Accordion,ff
Acc-ord-F#5-ff-alt1-N.png,Accordion,ff
Acc-ord-F#5-ff-alt2-N.png,Accordion,ff
Acc-ord-G5-ff-N-N.png,Accordion,ff
Acc-ord-G5-ff-alt1-N.png,Accordion,ff
Acc-ord-G5-ff-alt2-N.png,Accordion,ff
Acc-ord-G#5-ff-N-N.png,Accordion,ff
Acc-ord-G#5-ff-alt1-N.png,Accordion,ff
Acc-ord-G#5-ff-alt2-N.png,Accordion,ff
Acc-ord-A5-ff-N-N.png,Accordion,ff
Acc-ord-A5-ff-alt1-N.png,Accordion,ff
Acc-ord-A5-ff-alt2-N.png,Accordion,ff
Acc-ord-A#5-ff-N-N.png,Accordion,ff
Acc-ord-A#5-ff-alt1-N.png,Accordion,ff
Acc-ord-A#5-ff-alt2-N.png,Accordion,ff
Acc-ord-B5-ff-N-N.png,Accordion,ff
Acc-ord-B5-ff-alt1-N.png,Accordion,ff
Acc-ord-B5-ff-alt2-N.png,Accordion,ff
Acc-ord-C6-ff-N-N.png,Accordion,ff
Acc-ord-C6-ff-alt1-N.png,Accordion,ff
Acc-ord-C6-ff-alt2-N.png,Accordion,ff
Acc-ord-C#6-ff-N-N.png,Accordion,ff
Acc-ord-C#6-ff-alt1-N.png,Accordion,ff
Acc-ord-C#6-ff-alt2-N.png,Accordion,ff
Acc-ord-D6-ff-N-N.png,Accordion,ff
Acc-ord-D6-ff-alt1-N.png,Accordion,ff
Acc-ord-D6-ff-alt2-N.png,Accordion,ff
Acc-ord-D#6-ff-N-N.png,Accordion,ff
Acc-ord-D#6-ff-alt1-N.png,Accordion,ff
Acc-ord-D#6-ff-alt2-N.png,Accordion,ff
Acc-ord-E6-ff-N-N.png,Accordion,ff
Acc-ord-E6-ff-alt1-N.png,Accordion,ff
Acc-ord-E6-ff-alt2-N.png,Accordion,ff
Acc-ord-F6-ff-N-N.png,Accordion,ff
Acc-ord-F6-ff-alt1-N.png,Accordion,ff
Acc-ord-F6-ff-alt2-N.png,Accordion,ff
Acc-ord-F#6-ff-N-N.png,Accordion,ff
Acc-ord-F#6-ff-alt1-N.png,Accordion,ff
Acc-ord-F#6-ff-alt2-N.png,Accordion,ff
Acc-ord-G6-ff-N-N.png,Accordion,ff
Acc-ord-G6-ff-alt1-N.png,Accordion,ff
Acc-ord-G6-ff-alt2-N.png,Accordion,ff
Acc-ord-G#6-ff-N-N.png,Accordion,ff
Acc-ord-G#6-ff-alt1-N.png,Accordion,ff
Acc-ord-A6-ff-N-N.png,Accordion,ff
Acc-ord-A#6-ff-N-N.png,Accordion,ff
Acc-ord-A#6-ff-alt1-N.png,Accordion,ff
Acc-ord-B6-ff-N-N.png,Accordion,ff
Acc-ord-B6-ff-alt1-N.png,Accordion,ff
Acc-ord-C7-ff-N-N.png,Accordion,ff
Acc-ord-C7-ff-alt1-N.png,Accordion,ff
Acc-ord-C#7-ff-N-N.png,Accordion,ff
Acc-ord-C#7-ff-alt1-N.png,Accordion,ff
Acc-ord-D7-ff-N-N.png,Accordion,ff
Acc-ord-D7-ff-alt1-N.png,Accordion,ff
Acc-ord-D#7-ff-N-N.png,Accordion,ff
Acc-ord-D#7-ff-alt1-N.png,Accordion,ff
Acc-ord-E7-ff-N-N.png,Accordion,ff
Acc-ord-E7-ff-alt1-N.png,Accordion,ff
Acc-ord-F7-ff-N-N.png,Accordion,ff
Acc-ord-F7-ff-alt1-N.png,Accordion,ff
Acc-ord-F#7-ff-N-N.png,Accordion,ff
Acc-ord-F#7-ff-alt1-N.png,Accordion,ff
Acc-ord-G7-ff-N-N.png,Accordion,ff
Acc-ord-G7-ff-alt1-N.png,Accordion,ff
Acc-ord-G#7-ff-N-T13d.png,Accordion,ff
Acc-ord-A7-ff-N-N.png,Accordion,ff
Acc-ord-A#7-ff-N-N.png,Accordion,ff
Acc-ord-B7-ff-N-T13d.png,Accordion,ff
Acc-ord-C8-ff-N-N.png,Accordion,ff
Acc-ord-C#8-ff-N-N.png,Accordion,ff
Vc-ord-C2-pp-4c-N.png,Cello,pp
Vc-ord-C#2-pp-4c-N.png,Cello,pp
Vc-ord-D2-pp-4c-N.png,Cello,pp
Vc-ord-D#2-pp-4c-N.png,Cello,pp
Vc-ord-E2-pp-4c-N.png,Cello,pp
Vc-ord-F2-pp-4c-T19u.png,Cello,pp
Vc-ord-F#2-pp-4c-N.png,Cello,pp
Vc-ord-G2-pp-3c-N.png,Cello,pp
Vc-ord-G2-pp-4c-N.png,Cello,pp
Vc-ord-G#2-pp-3c-N.png,Cello,pp
Vc-ord-G#2-pp-4c-N.png,Cello,pp
Vc-ord-A2-pp-3c-N.png,Cello,pp
Vc-ord-A2-pp-4c-N.png,Cello,pp
Vc-ord-A#2-pp-3c-N.png,Cello,pp
Vc-ord-A#2-pp-4c-N.png,Cello,pp
Vc-ord-B2-pp-3c-N.png,Cello,pp
Vc-ord-B2-pp-4c-T16u.png,Cello,pp
Vc-ord-C3-pp-3c-N.png,Cello,pp
Vc-ord-C3-pp-4c-N.png,Cello,pp
Vc-ord-C#3-pp-3c-N.png,Cello,pp
Vc-ord-C#3-pp-4c-N.png,Cello,pp
Vc-ord-D3-pp-2c-N.png,Cello,pp
Vc-ord-D3-pp-3c-N.png,Cello,pp
Vc-ord-D3-pp-4c-N.png,Cello,pp
Vc-ord-D#3-pp-2c-N.png,Cello,pp
Vc-ord-D#3-pp-3c-N.png,Cello,pp
Vc-ord-D#3-pp-4c-T11u.png,Cello,pp
Vc-ord-E3-pp-2c-N.png,Cello,pp
Vc-ord-E3-pp-3c-N.png,Cello,pp
Vc-ord-E3-pp-4c-N.png,Cello,pp
Vc-ord-F3-pp-2c-N.png,Cello,pp
Vc-ord-F3-pp-3c-N.png,Cello,pp
Vc-ord-F3-pp-4c-N.png,Cello,pp
Vc-ord-F#3-pp-2c-N.png,Cello,pp
Vc-ord-F#3-pp-3c-N.png,Cello,pp
Vc-ord-F#3-pp-4c-N.png,Cello,pp
Vc-ord-G3-pp-2c-N.png,Cello,pp
Vc-ord-G3-pp-3c-N.png,Cello,pp
Vc-ord-G3-pp-4c-N.png,Cello,pp
Vc-ord-G#3-pp-2c-N.png,Cello,pp
Vc-ord-G#3-pp-3c-N.png,Cello,pp
Vc-ord-G#3-pp-4c-T24u.png,Cello,pp
Vc-ord-A3-pp-1c-N.png,Cello,pp
Vc-ord-A3-pp-2c-N.png,Cello,pp
Vc-ord-A3-pp-3c-N.png,Cello,pp
Vc-ord-A3-pp-4c-N.png,Cello,pp
Vc-ord-A#3-pp-1c-N.png,Cello,pp
Vc-ord-A#3-pp-2c-T12u.png,Cello,pp
Vc-ord-A#3-pp-3c-N.png,Cello,pp
Vc-ord-A#3-pp-4c-N.png,Cello,pp
Vc-ord-B3-pp-1c-N.png,Cello,pp
Vc-ord-B3-pp-2c-N.png,Cello,pp
Vc-ord-B3-pp-3c-N.png,Cello,pp
Vc-ord-C4-pp-1c-N.png,Cello,pp
Vc-ord-C4-pp-2c-N.png,Cello,pp
Vc-ord-C4-pp-3c-N.png,Cello,pp
Vc-ord-C#4-pp-1c-N.png,Cello,pp
Vc-ord-C#4-pp-2c-N.png,Cello,pp
Vc-ord-C#4-pp-3c-N.png,Cello,pp
Vc-ord-D4-pp-1c-N.png,Cello,pp
Vc-ord-D4-pp-2c-N.png,Cello,pp
Vc-ord-D4-pp-3c-N.png,Cello,pp
Vc-ord-D#4-pp-1c-N.png,Cello,pp
Vc-ord-D#4-pp-2c-N.png,Cello,pp
Vc-ord-D#4-pp-3c-N.png,Cello,pp
Vc-ord-E4-pp-1c-N.png,Cello,pp
Vc-ord-E4-pp-2c-N.png,Cello,pp
Vc-ord-E4-pp-3c-N.png,Cello,pp
Vc-ord-F4-pp-1c-N.png,Cello,pp
Vc-ord-F4-pp-2c-N.png,Cello,pp
Vc-ord-F4-pp-3c-T18u.png,Cello,pp
Vc-ord-F#4-pp-1c-N.png,Cello,pp
Vc-ord-F#4-pp-2c-N.png,Cello,pp
Vc-ord-G4-pp-1c-N.png,Cello,pp
Vc-ord-G4-pp-2c-N.png,Cello,pp
Vc-ord-G#4-pp-1c-N.png,Cello,pp
Vc-ord-G#4-pp-2c-T13u.png,Cello,pp
Vc-ord-A4-pp-1c-N.png,Cello,pp
Vc-ord-A4-pp-2c-N.png,Cello,pp
Vc-ord-A#4-pp-1c-N.png,Cello,pp
Vc-ord-A#4-pp-2c-N.png,Cello,pp
Vc-ord-B4-pp-1c-N.png,Cello,pp
Vc-ord-B4-pp-2c-N.png,Cello,pp
Vc-ord-C5-pp-1c-N.png,Cello,pp
Vc-ord-C5-pp-2c-T12u.png,Cello,pp
Vc-ord-C#5-pp-1c-N.png,Cello,pp
Vc-ord-D5-pp-1c-N.png,Cello,pp
Vc-ord-D#5-pp-1c-T10d.png,Cello,pp
Vc-ord-E5-pp-1c-N.png,Cello,pp
Vc-ord-F5-pp-1c-N.png,Cello,pp
Vc-ord-F#5-pp-1c-N.png,Cello,pp
Vc-ord-G5-pp-1c-N.png,Cello,pp
Vc-ord-G#5-pp-1c-N.png,Cello,pp
Vc-ord-A5-pp-1c-N.png,Cello,pp
Vc-ord-A#5-pp-1c-N.png,Cello,pp
Vc-ord-B5-pp-1c-N.png,Cello,pp
Vc-ord-C6-pp-1c-N.png,Cello,pp
Vc-ord-C2-mf-4c-N.png,Cello,mf
Vc-ord-C#2-mf-4c-N.png,Cello,mf
Vc-ord-D2-mf-4c-N.png,Cello,mf
Vc-ord-D#2-mf-4c-N.png,Cello,mf
Vc-ord-E2-mf-4c-N.png,Cello,mf
Vc-ord-F2-mf-4c-T17u.png,Cello,mf
Vc-ord-F#2-mf-4c-N.png,Cello,mf
Vc-ord-G2-mf-3c-N.png,Cello,mf
Vc-ord-G2-mf-4c-N.png,Cello,mf
Vc-ord-G#2-mf-3c-N.png,Cello,mf
Vc-ord-G#2-mf-4c-N.png,Cello,mf
Vc-ord-A2-mf-3c-N.png,Cello,mf
Vc-ord-A2-mf-4c-N.png,Cello,mf
Vc-ord-A#2-mf-3c-T13u.png,Cello,mf
Vc-ord-A#2-mf-4c-N.png,Cello,mf
Vc-ord-B2-mf-3c-N.png,Cello,mf
Vc-ord-B2-mf-4c-T20u.png,Cello,mf
Vc-ord-C3-mf-3c-N.png,Cello,mf
Vc-ord-C3-mf-4c-N.png,Cello,mf
Vc-ord-C#3-mf-3c-N.png,Cello,mf
Vc-ord-C#3-mf-4c-N.png,Cello,mf
Vc-ord-D3-mf-2c-N.png,Cello,mf
Vc-ord-D3-mf-3c-N.png,Cello,mf
Vc-ord-D3-mf-4c-N.png,Cello,mf
Vc-ord-D#3-mf-2c-N.png,Cello,mf
Vc-ord-D#3-mf-3c-N.png,Cello,mf
Vc-ord-D#3-mf-4c-T13u.png,Cello,mf
Vc-ord-E3-mf-2c-N.png,Cello,mf
Vc-ord-E3-mf-3c-N.png,Cello,mf
Vc-ord-E3-mf-4c-T11u.png,Cello,mf
Vc-ord-F3-mf-2c-N.png,Cello,mf
Vc-ord-F3-mf-3c-T11d.png,Cello,mf
Vc-ord-F3-mf-4c-T17u.png,Cello,mf
Vc-ord-F#3-mf-2c-N.png,Cello,mf
Vc-ord-F#3-mf-3c-N.png,Cello,mf
Vc-ord-F#3-mf-4c-T15u.png,Cello,mf
Vc-ord-G3-mf-2c-N.png,Cello,mf
Vc-ord-G3-mf-3c-N.png,Cello,mf
Vc-ord-G3-mf-4c-N.png,Cello,mf
Vc-ord-G#3-mf-2c-N.png,Cello,mf
Vc-ord-G#3-mf-3c-N.png,Cello,mf
Vc-ord-G#3-mf-4c-N.png,Cello,mf
Vc-ord-A3-mf-1c-N.png,Cello,mf
Vc-ord-A3-mf-2c-N.png,Cello,mf
Vc-ord-A3-mf-3c-T16d.png,Cello,mf
Vc-ord-A3-mf-4c-N.png,Cello,mf
Vc-ord-A#3-mf-1c-N.png,Cello,mf
Vc-ord-A#3-mf-2c-T12u.png,Cello,mf
Vc-ord-A#3-mf-3c-T16d_R100u.png,Cello,mf
Vc-ord-A#3-mf-4c-N.png,Cello,mf
Vc-ord-B3-mf-1c-N.png,Cello,mf
Vc-ord-B3-mf-2c-N.png,Cello,mf
Vc-ord-B3-mf-3c-N.png,Cello,mf
Vc-ord-C4-mf-1c-N.png,Cello,mf
Vc-ord-C4-mf-2c-N.png,Cello,mf
Vc-ord-C4-mf-3c-N.png,Cello,mf
Vc-ord-C#4-mf-1c-N.png,Cello,mf
Vc-ord-C#4-mf-2c-N.png,Cello,mf
Vc-ord-C#4-mf-3c-N.png,Cello,mf
Vc-ord-D4-mf-1c-N.png,Cello,mf
Vc-ord-D4-mf-2c-N.png,Cello,mf
Vc-ord-D4-mf-3c-N.png,Cello,mf
Vc-ord-D#4-mf-1c-N.png,Cello,mf
Vc-ord-D#4-mf-2c-T12u.png,Cello,mf
Vc-ord-D#4-mf-3c-N.png,Cello,mf
Vc-ord-E4-mf-1c-N.png,Cello,mf
Vc-ord-E4-mf-2c-N.png,Cello,mf
Vc-ord-E4-mf-3c-N.png,Cello,mf
Vc-ord-F4-mf-1c-N.png,Cello,mf
Vc-ord-F4-mf-2c-N.png,Cello,mf
Vc-ord-F4-mf-3c-T11u.png,Cello,mf
Vc-ord-F#4-mf-1c-N.png,Cello,mf
Vc-ord-F#4-mf-2c-N.png,Cello,mf
Vc-ord-G4-mf-1c-N.png,Cello,mf
Vc-ord-G4-mf-2c-N.png,Cello,mf
Vc-ord-G#4-mf-1c-N.png,Cello,mf
Vc-ord-G#4-mf-2c-N.png,Cello,mf
Vc-ord-A4-mf-1c-N.png,Cello,mf
Vc-ord-A4-mf-2c-N.png,Cello,mf
Vc-ord-A#4-mf-1c-N.png,Cello,mf
Vc-ord-A#4-mf-2c-N.png,Cello,mf
Vc-ord-B4-mf-1c-N.png,Cello,mf
Vc-ord-B4-mf-2c-N.png,Cello,mf
Vc-ord-C5-mf-1c-T11u.png,Cello,mf
Vc-ord-C5-mf-2c-T11u.png,Cello,mf
Vc-ord-C#5-mf-1c-N.png,Cello,mf
Vc-ord-D5-mf-1c-N.png,Cello,mf
Vc-ord-D#5-mf-1c-N.png,Cello,mf
Vc-ord-E5-mf-1c-N.png,Cello,mf
Vc-ord-F5-mf-1c-N.png,Cello,mf
Vc-ord-F#5-mf-1c-T12u.png,Cello,mf
Vc-ord-G5-mf-1c-N.png,Cello,mf
Vc-ord-G#5-mf-1c-N.png,Cello,mf
Vc-ord-A5-mf-1c-N.png,Cello,mf
Vc-ord-A#5-mf-1c-N.png,Cello,mf
Vc-ord-B5-mf-1c-N.png,Cello,mf
Vc-ord-C6-mf-1c-N.png,Cello,mf
Vc-ord-C2-ff-4c-N.png,Cello,ff
Vc-ord-C#2-ff-4c-N.png,Cello,ff
Vc-ord-D2-ff-4c-N.png,Cello,ff
Vc-ord-D#2-ff-4c-N.png,Cello,ff
Vc-ord-E2-ff-4c-N.png,Cello,ff
Vc-ord-F2-ff-4c-T17u.png,Cello,ff
Vc-ord-F#2-ff-4c-N.png,Cello,ff
Vc-ord-G2-ff-3c-N.png,Cello,ff
Vc-ord-G2-ff-4c-N.png,Cello,ff
Vc-ord-G#2-ff-3c-T10d.png,Cello,ff
Vc-ord-G#2-ff-4c-T12u.png,Cello,ff
Vc-ord-A2-ff-3c-T19d.png,Cello,ff
Vc-ord-A2-ff-4c-N.png,Cello,ff
Vc-ord-A#2-ff-3c-N.png,Cello,ff
Vc-ord-A#2-ff-4c-N.png,Cello,ff
Vc-ord-B2-ff-3c-N.png,Cello,ff
Vc-ord-B2-ff-4c-T11u.png,Cello,ff
Vc-ord-C3-ff-3c-N.png,Cello,ff
Vc-ord-C3-ff-4c-N.png,Cello,ff
Vc-ord-C#3-ff-3c-N.png,Cello,ff
Vc-ord-C#3-ff-4c-N.png,Cello,ff
Vc-ord-D3-ff-2c-N.png,Cello,ff
Vc-ord-D3-ff-3c-N.png,Cello,ff
Vc-ord-D3-ff-4c-T10d.png,Cello,ff
Vc-ord-D#3-ff-2c-T16d.png,Cello,ff
Vc-ord-D#3-ff-3c-T12u.png,Cello,ff
Vc-ord-D#3-ff-4c-T16u.png,Cello,ff
Vc-ord-E3-ff-2c-N.png,Cello,ff
Vc-ord-E3-ff-3c-T11d.png,Cello,ff
Vc-ord-E3-ff-4c-N.png,Cello,ff
Vc-ord-F3-ff-2c-T17d.png,Cello,ff
Vc-ord-F3-ff-3c-T17d.png,Cello,ff
Vc-ord-F3-ff-4c-T14u.png,Cello,ff
Vc-ord-F#3-ff-2c-N.png,Cello,ff
Vc-ord-F#3-ff-3c-N.png,Cello,ff
Vc-ord-F#3-ff-4c-T14u.png,Cello,ff
Vc-ord-G3-ff-2c-N.png,Cello,ff
Vc-ord-G3-ff-3c-N.png,Cello,ff
Vc-ord-G3-ff-4c-N.png,Cello,ff
Vc-ord-G#3-ff-2c-N.png,Cello,ff
Vc-ord-G#3-ff-3c-N.png,Cello,ff
Vc-ord-G#3-ff-4c-T15u.png,Cello,ff
Vc-ord-A3-ff-1c-N.png,Cello,ff
Vc-ord-A3-ff-2c-N.png,Cello,ff
Vc-ord-A3-ff-3c-T21d.png,Cello,ff
Vc-ord-A3-ff-4c-N.png,Cello,ff
Vc-ord-A#3-ff-1c-N.png,Cello,ff
Vc-ord-A#3-ff-2c-T12u.png,Cello,ff
Vc-ord-A#3-ff-3c-N.png,Cello,ff
Vc-ord-A#3-ff-4c-N.png,Cello,ff
Vc-ord-B3-ff-1c-T11u.png,Cello,ff
Vc-ord-B3-ff-2c-N.png,Cello,ff
Vc-ord-B3-ff-3c-T11u.png,Cello,ff
Vc-ord-C4-ff-1c-N.png,Cello,ff
Vc-ord-C4-ff-2c-N.png,Cello,ff
Vc-ord-C4-ff-3c-N.png,Cello,ff
Vc-ord-C#4-ff-1c-N.png,Cello,ff
Vc-ord-C#4-ff-2c-N.png,Cello,ff
Vc-ord-C#4-ff-3c-N.png,Cello,ff
Vc-ord-D4-ff-1c-N.png,Cello,ff
Vc-ord-D4-ff-2c-N.png,Cello,ff
Vc-ord-D4-ff-3c-N.png,Cello,ff
Vc-ord-D#4-ff-1c-T22u.png,Cello,ff
Vc-ord-D#4-ff-2c-T12u.png,Cello,ff
Vc-ord-D#4-ff-3c-N.png,Cello,ff
Vc-ord-E4-ff-1c-N.png,Cello,ff
Vc-ord-E4-ff-2c-N.png,Cello,ff
Vc-ord-E4-ff-3c-T10u.png,Cello,ff
Vc-ord-F4-ff-1c-N.png,Cello,ff
Vc-ord-F4-ff-2c-N.png,Cello,ff
Vc-ord-F4-ff-3c-T14u.png,Cello,ff
Vc-ord-F#4-ff-1c-N.png,Cello,ff
Vc-ord-F#4-ff-2c-N.png,Cello,ff
Vc-ord-G4-ff-1c-N.png,Cello,ff
Vc-ord-G4-ff-2c-N.png,Cello,ff
Vc-ord-G#4-ff-1c-T18u.png,Cello,ff
Vc-ord-G#4-ff-2c-N.png,Cello,ff
Vc-ord-A4-ff-1c-N.png,Cello,ff
Vc-ord-A4-ff-2c-N.png,Cello,ff
Vc-ord-A#4-ff-1c-N.png,Cello,ff
Vc-ord-A#4-ff-2c-N.png,Cello,ff
Vc-ord-B4-ff-1c-N.png,Cello,ff
Vc-ord-B4-ff-2c-N.png,Cello,ff
Vc-ord-C5-ff-1c-T16u.png,Cello,ff
Vc-ord-C5-ff-2c-N.png,Cello,ff
Vc-ord-C#5-ff-1c-N.png,Cello,ff
Vc-ord-D5-ff-1c-N.png,Cello,ff
Vc-ord-D#5-ff-1c-N.png,Cello,ff
Vc-ord-E5-ff-1c-N.png,Cello,ff
Vc-ord-F5-ff-1c-N.png,Cello,ff
Vc-ord-F#5-ff-1c-T33u.png,Cello,ff
Vc-ord-G5-ff-1c-N.png,Cello,ff
Vc-ord-G#5-ff-1c-T10u.png,Cello,ff
Vc-ord-A5-ff-1c-T13d.png,Cello,ff
Vc-ord-A#5-ff-1c-N.png,Cello,ff
Vc-ord-B5-ff-1c-N.png,Cello,ff
Vc-ord-C6-ff-1c-N.png,Cello,ff
Cb-ord-E1-pp-4c-N.png,Contrabass,pp
Cb-ord-F1-pp-4c-N.png,Contrabass,pp
Cb-ord-F#1-pp-4c-N.png,Contrabass,pp
Cb-ord-G1-pp-4c-T10u.png,Contrabass,pp
Cb-ord-G#1-pp-4c-N.png,Contrabass,pp
Cb-ord-A1-pp-3c-N.png,Contrabass,pp
Cb-ord-A1-pp-4c-N.png,Contrabass,pp
Cb-ord-A#1-pp-3c-N.png,Contrabass,pp
Cb-ord-A#1-pp-4c-N.png,Contrabass,pp
Cb-ord-B1-pp-3c-N.png,Contrabass,pp
Cb-ord-B1-pp-4c-N.png,Contrabass,pp
Cb-ord-C2-pp-3c-N.png,Contrabass,pp
Cb-ord-C2-pp-4c-N.png,Contrabass,pp
Cb-ord-C#2-pp-3c-N.png,Contrabass,pp
Cb-ord-C#2-pp-4c-R100u.png,Contrabass,pp
Cb-ord-D2-pp-2c-N.png,Contrabass,pp
Cb-ord-D2-pp-3c-T14d.png,Contrabass,pp
